project_id,project_source,project_namespace,project_name,collection_id,collection_source,collection_namespace,collection_name
1mBkagpZ6JI5aGrhKsfnb7_M1rtz8N6nraFghzTJs-w=,OSS_DIRECTORY,oso,ethereum-attestation-service,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
VPRpp_l5T9Eh0u95IqfzUGdh-2DCLEp5TIxDQ8XMWJE=,OSS_DIRECTORY,oso,ethereum-cat-herders,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
wdBmT3yweChtV4g4qcc1NN1QtfnmMPAuCVxoPkiAowY=,OSS_DIRECTORY,oso,ethstaker,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
qrlafNIdzAmcq2z0PxvBFisxIJ29C9Cbpdvc_DEpmcU=,OSS_DIRECTORY,oso,fundingthecommons,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
wV2X-YoRtKKe8l64B030vCC8JLhlFQxaafqSubSsl3w=,OSS_DIRECTORY,oso,givepraise,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
rrqUDy2n7xxF-Ese7VHsfoT9GqaThYKWoLtPyZBQCxw=,OSS_DIRECTORY,oso,greenpill-dev-guild,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
UsLiYpuh5exI0XENoG3FGM-UhRSf6Xbis8NvjvwMh5w=,OSS_DIRECTORY,oso,hypercerts,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
kZVtBKGSl84JGQpuRfuqaUVlY0BP3XZWNy2wYKjB79s=,OSS_DIRECTORY,oso,l2beat,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
07RjBmujQG9SxIMIR384ywzvLfgQdH8gZBXJsYePuWY=,OSS_DIRECTORY,oso,lottopgf,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
osL3B-y8yn0ALvvF90E-K8sPXgenbqc3PCpeCC67MHE=,OSS_DIRECTORY,oso,metagov,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
Erx9J64anc8oSeN-wDKm0sojJf8ONrFVYbQ7GFnqSyc=,OSS_DIRECTORY,oso,opensource-observer,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
cNWIkYYNllGaAe7Xslebf1OTgqitVGPpSfz5pD2B8lY=,OSS_DIRECTORY,oso,pairwise-general-magic,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
qHEjczna6kDTLN1fGMLq2d6rwKqfRU0mufHsRXr5cqA=,OSS_DIRECTORY,oso,pizzadao,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
UNKoHLpnT_OziRiPCuX21uhgLNIJygsxuZz3A0TL-cg=,OSS_DIRECTORY,oso,protocol-guild,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
zMr9ziUIls0NIAm5eLswVdNAjL-X9j4o2RcEQmrLf4c=,OSS_DIRECTORY,oso,revoke-cash,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
JFq-iwGwIQrnVt0T7CwaVfsefjXknPPNfe4cABhxzyA=,OSS_DIRECTORY,oso,rndao,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
64qp1ybgolFxPB47LJA0p7BGYKekaqGS8p3yqqvkL3o=,OSS_DIRECTORY,oso,rotki,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
FqJlC8IuZE2E3eTvQdMA4uG39qNxQSPSgw79bRli5Hs=,OSS_DIRECTORY,oso,shutter-network,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
4IF5N43rh3j9S83bUBcfoWy_2I4qcP8UulcrMsuJX-o=,OSS_DIRECTORY,oso,tor-project,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
-cqm4kiQPXiAI9GserwK_Jf2AF05Ygc5Mcmf6S9igjk=,OSS_DIRECTORY,oso,web3,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
r06ZetKFJUG0eWrHEAW5wIlDXFDxyiZQdxxSqnmqs0k=,OSS_DIRECTORY,oso,web3py-ethereum,V91U2cKrmZWzAQgnlGw4QVDK704Y4gFPzY6xqG8ngLY=,OSS_DIRECTORY,oso,octant-05
